Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),254,1877,1877,0.6,0.6,1,1,3.322,0.000,0.069,0.175,0.172,0.138,0.103,0.069,0.034,0.034,0.034,0.000,0.000,0.172,0.862,0.069,0.069,0.000,0.000,0.000,0.379,0.483,0.103,0.000,0.000,0.552,0.276,0.000,0.000,0.034,0.138
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),121,2252,2252,0.8,0.8,1,1,2.727,0.000,0.071,0.143,0.143,0.215,0.000,0.071,0.143,0.000,0.000,0.071,0.000,0.143,0.643,0.143,0.214,0.000,0.000,0.000,0.429,0.500,0.000,0.000,0.000,0.501,0.286,0.071,0.071,0.000,0.071
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),153,1498,1498,0.7,0.7,2,2,6.251,0.000,0.176,0.293,0.059,0.059,0.059,0.118,0.059,0.118,0.000,0.000,0.000,0.059,0.823,0.118,0.059,0.000,0.000,0.000,0.235,0.529,0.118,0.000,0.118,0.411,0.118,0.118,0.059,0.059,0.235
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),98,2508,2508,0.9,0.9,1,1,76.324,0.091,0.091,0.000,0.181,0.091,0.182,0.000,0.091,0.000,0.000,0.000,0.091,0.182,0.818,0.000,0.091,0.000,0.091,0.000,0.455,0.545,0.000,0.000,0.000,0.273,0.000,0.091,0.091,0.091,0.454
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),105,1298,1298,0.3,0.3,1,1,6.106,0.167,0.083,0.251,0.083,0.167,0.000,0.083,0.000,0.000,0.000,0.083,0.083,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.583,0.167,0.167,0.083,0.000,0.417,0.250,0.083,0.000,0.083,0.167
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),89,1373,1373,0.6,0.6,2,2,3.346,0.000,0.000,0.100,0.300,0.200,0.300,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.100,0.000,0.000,0.000,0.300,0.600,0.000,0.000,0.000,0.400,0.300,0.100,0.000,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),36,1452,1452,0.4,0.4,1,1,2.038,0.000,0.250,0.000,0.250,0.000,0.250,0.000,0.000,0.250,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.750,0.000,0.000,0.250,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),36,1012,1012,0.4,0.4,2,2,2.189,0.000,0.250,0.500,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),18,1356,1356,0.2,0.2,1,1,1.880,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),8,136,136,0.1,0.1,2,2,1.156,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),8,295,295,0.1,0.1,1,1,1.648,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),00: All Day (12am-12am),1764,1690,1690,0.6,0.6,1,1,3.941,0.066,0.086,0.175,0.142,0.132,0.096,0.086,0.036,0.030,0.010,0.025,0.030,0.086,0.868,0.081,0.046,0.005,0.000,0.000,0.437,0.421,0.076,0.041,0.025,0.559,0.234,0.086,0.030,0.015,0.076
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),05: 4am (4am-5am),9,1045,1045,0.2,0.2,1,1,1.011,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),06: 5am (5am-6am),63,1027,1027,0.3,0.3,1,1,1.625,0.000,0.000,0.571,0.143,0.000,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.571,0.429,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),07: 6am (6am-7am),98,1752,1752,0.6,0.6,1,1,8.502,0.091,0.000,0.000,0.182,0.272,0.091,0.091,0.091,0.000,0.000,0.091,0.091,0.000,0.909,0.000,0.091,0.000,0.000,0.000,0.636,0.182,0.091,0.000,0.091,0.545,0.091,0.273,0.000,0.000,0.091
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),08: 7am (7am-8am),18,4122,4122,0.6,0.6,1,1,1.856,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),09: 8am (8am-9am),8,481,481,0.2,0.2,2,2,1.814,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),10: 9am (9am-10am),141,1196,1196,0.5,0.5,1,1,2.848,0.000,0.248,0.063,0.250,0.250,0.063,0.063,0.000,0.000,0.000,0.063,0.000,0.000,0.937,0.063,0.000,0.000,0.000,0.000,0.313,0.500,0.125,0.063,0.000,0.436,0.313,0.188,0.000,0.000,0.063
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),11: 10am (10am-11am),149,2094,2094,0.7,0.7,1,1,8.156,0.118,0.059,0.118,0.118,0.059,0.175,0.059,0.000,0.000,0.000,0.059,0.059,0.176,0.764,0.118,0.118,0.000,0.000,0.000,0.294,0.647,0.000,0.000,0.059,0.471,0.176,0.000,0.059,0.059,0.235
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),12: 11am (11am-12noon),246,1610,1610,0.5,0.5,1,1,2.429,0.037,0.074,0.111,0.186,0.148,0.074,0.148,0.037,0.074,0.037,0.000,0.000,0.074,0.889,0.074,0.037,0.000,0.000,0.000,0.444,0.370,0.037,0.074,0.074,0.519,0.185,0.185,0.037,0.037,0.037
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),159,1561,1561,0.6,0.6,1,1,1.835,0.111,0.000,0.167,0.221,0.111,0.222,0.000,0.056,0.000,0.056,0.000,0.000,0.056,0.833,0.167,0.000,0.000,0.000,0.000,0.389,0.389,0.222,0.000,0.000,0.556,0.444,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),213,1777,1777,0.6,0.6,1,1,2.021,0.083,0.083,0.168,0.125,0.125,0.042,0.125,0.000,0.083,0.000,0.000,0.083,0.083,0.834,0.083,0.083,0.000,0.000,0.000,0.458,0.375,0.083,0.083,0.000,0.625,0.208,0.125,0.042,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),207,2168,2168,0.8,0.8,1,1,5.166,0.043,0.087,0.306,0.087,0.087,0.043,0.043,0.043,0.087,0.000,0.000,0.000,0.174,0.784,0.043,0.130,0.043,0.000,0.000,0.391,0.435,0.043,0.087,0.043,0.479,0.304,0.000,0.043,0.000,0.174
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),109,1286,1286,0.4,0.4,1,1,7.993,0.083,0.000,0.335,0.250,0.083,0.000,0.083,0.083,0.000,0.000,0.000,0.083,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.500,0.417,0.083,0.000,0.000,0.501,0.250,0.083,0.083,0.000,0.083
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),155,1627,1627,0.5,0.5,1,1,2.889,0.059,0.118,0.118,0.059,0.175,0.176,0.059,0.059,0.000,0.000,0.059,0.059,0.059,0.941,0.059,0.000,0.000,0.000,0.000,0.529,0.412,0.059,0.000,0.000,0.647,0.235,0.059,0.000,0.000,0.059
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),93,1804,1804,0.6,0.6,1,1,1.968,0.100,0.100,0.200,0.000,0.100,0.100,0.000,0.100,0.000,0.000,0.100,0.000,0.200,0.800,0.200,0.000,0.000,0.000,0.000,0.400,0.500,0.100,0.000,0.000,0.800,0.100,0.000,0.100,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),62,987,987,0.4,0.4,2,2,2.311,0.000,0.285,0.286,0.000,0.286,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.143,0.000,0.000,0.000,0.000,0.429,0.286,0.143,0.143,0.000,0.714,0.000,0.143,0.000,0.000,0.143
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),18,2008,2008,0.7,0.7,1,1,3.921,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,7: Sunday (Su-Su),21: 8pm (8pm-9pm),17,2907,2907,0.1,0.1,1,1,12.997,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
