Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),23: 10pm (10pm-11pm),6,1162,1162,6.4,6.4,21,21,2.216,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),00: All Day (12am-12am),3543,2455,2523,13.0,13.2,18,17,3.240,0.009,0.127,0.243,0.224,0.136,0.087,0.053,0.041,0.021,0.021,0.012,0.007,0.005,0.004,0.004,0.006,0.000,0.001,0.139,0.467,0.233,0.091,0.021,0.016,0.018,0.004,0.002,0.002,0.001,0.005,0.117,0.574,0.248,0.055,0.005,0.001,0.000,0.000,0.240,0.391,0.169,0.096,0.043,0.061
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),03: 2am (2am-3am),2,1167,1167,2.6,2.6,8,8,3.876,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),04: 3am (3am-4am),98,1744,1759,9.1,9.2,19,19,2.391,0.000,0.217,0.370,0.239,0.109,0.022,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.196,0.500,0.217,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.609,0.239,0.109,0.000,0.000,0.000,0.000,0.217,0.696,0.043,0.022,0.022,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),05: 4am (4am-5am),173,2197,2197,14.2,14.2,22,22,2.294,0.000,0.110,0.300,0.178,0.247,0.082,0.055,0.014,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.465,0.301,0.110,0.041,0.014,0.014,0.014,0.000,0.000,0.000,0.000,0.027,0.453,0.370,0.123,0.027,0.000,0.000,0.000,0.315,0.589,0.082,0.014,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),06: 5am (5am-6am),114,1940,1968,11.1,11.2,20,20,2.460,0.022,0.133,0.356,0.200,0.111,0.156,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.600,0.156,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.578,0.311,0.089,0.000,0.000,0.000,0.000,0.244,0.579,0.111,0.044,0.022,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),07: 6am (6am-7am),88,2589,2658,15.3,15.6,19,19,2.745,0.000,0.170,0.170,0.128,0.277,0.128,0.021,0.043,0.000,0.021,0.000,0.000,0.021,0.000,0.000,0.021,0.000,0.000,0.149,0.405,0.191,0.170,0.021,0.043,0.000,0.000,0.000,0.000,0.000,0.021,0.064,0.490,0.340,0.106,0.000,0.000,0.000,0.000,0.277,0.404,0.234,0.021,0.043,0.021
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),08: 7am (7am-8am),103,2332,2466,12.8,13.6,19,19,3.246,0.038,0.115,0.154,0.251,0.173,0.096,0.077,0.019,0.058,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.019,0.096,0.327,0.424,0.077,0.000,0.038,0.000,0.000,0.000,0.019,0.000,0.000,0.058,0.597,0.288,0.038,0.019,0.000,0.000,0.000,0.250,0.500,0.096,0.058,0.038,0.058
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),09: 8am (8am-9am),172,2754,2805,15.2,14.9,19,18,2.856,0.000,0.103,0.209,0.184,0.115,0.115,0.069,0.080,0.046,0.034,0.023,0.011,0.011,0.000,0.000,0.000,0.000,0.000,0.069,0.495,0.195,0.115,0.046,0.057,0.023,0.000,0.000,0.000,0.000,0.000,0.126,0.483,0.276,0.115,0.000,0.000,0.000,0.000,0.287,0.381,0.195,0.046,0.034,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),10: 9am (9am-10am),325,2746,2752,15.0,15.0,18,18,2.775,0.007,0.072,0.184,0.276,0.105,0.125,0.066,0.053,0.039,0.033,0.020,0.013,0.000,0.007,0.000,0.000,0.000,0.000,0.079,0.480,0.164,0.171,0.046,0.026,0.020,0.007,0.007,0.000,0.000,0.000,0.105,0.513,0.296,0.079,0.007,0.000,0.000,0.000,0.355,0.389,0.158,0.039,0.026,0.033
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),11: 10am (10am-11am),227,2812,2797,15.8,15.4,17,17,2.931,0.000,0.132,0.227,0.198,0.142,0.123,0.047,0.019,0.019,0.000,0.009,0.038,0.009,0.019,0.009,0.009,0.000,0.000,0.170,0.444,0.217,0.057,0.009,0.028,0.047,0.000,0.019,0.000,0.000,0.009,0.160,0.585,0.189,0.066,0.000,0.000,0.000,0.000,0.245,0.509,0.104,0.028,0.057,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),12: 11am (11am-12noon),243,2637,2811,15.0,15.2,19,18,3.329,0.018,0.089,0.249,0.223,0.107,0.054,0.036,0.054,0.071,0.027,0.036,0.000,0.027,0.000,0.009,0.000,0.000,0.000,0.116,0.473,0.205,0.089,0.027,0.009,0.054,0.018,0.009,0.000,0.000,0.000,0.089,0.581,0.259,0.071,0.000,0.000,0.000,0.000,0.259,0.295,0.214,0.098,0.036,0.098
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),315,2503,2514,13.4,13.3,16,16,3.142,0.000,0.161,0.286,0.203,0.126,0.049,0.035,0.056,0.007,0.014,0.007,0.014,0.007,0.007,0.021,0.007,0.000,0.000,0.175,0.552,0.154,0.049,0.007,0.000,0.028,0.007,0.000,0.007,0.007,0.014,0.119,0.657,0.182,0.028,0.007,0.007,0.000,0.000,0.300,0.287,0.168,0.119,0.063,0.063
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),415,2379,2502,11.7,12.3,16,16,3.388,0.016,0.124,0.280,0.199,0.118,0.097,0.065,0.038,0.005,0.016,0.011,0.005,0.005,0.005,0.005,0.011,0.000,0.000,0.156,0.490,0.220,0.065,0.016,0.032,0.011,0.005,0.000,0.000,0.000,0.005,0.183,0.565,0.215,0.032,0.005,0.000,0.000,0.000,0.231,0.285,0.183,0.188,0.048,0.065
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),269,2531,2562,13.3,13.3,16,16,3.156,0.016,0.118,0.252,0.220,0.173,0.063,0.055,0.055,0.008,0.008,0.008,0.008,0.000,0.000,0.000,0.016,0.000,0.008,0.150,0.495,0.220,0.087,0.008,0.000,0.016,0.000,0.000,0.000,0.000,0.016,0.181,0.551,0.228,0.024,0.016,0.000,0.000,0.000,0.197,0.472,0.118,0.134,0.024,0.055
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),228,2228,2230,9.8,9.7,16,16,3.533,0.000,0.159,0.265,0.292,0.080,0.088,0.035,0.009,0.027,0.027,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248,0.380,0.319,0.018,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.655,0.230,0.000,0.000,0.000,0.000,0.000,0.195,0.239,0.282,0.142,0.071,0.071
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),179,2554,2620,11.4,12.2,15,16,4.075,0.012,0.145,0.205,0.205,0.133,0.060,0.096,0.048,0.024,0.048,0.012,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.157,0.422,0.289,0.084,0.000,0.012,0.024,0.000,0.000,0.012,0.000,0.000,0.145,0.578,0.229,0.048,0.000,0.000,0.000,0.000,0.169,0.349,0.157,0.169,0.060,0.096
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),233,2350,2522,12.2,12.6,17,17,3.838,0.018,0.116,0.214,0.249,0.152,0.080,0.054,0.063,0.009,0.009,0.018,0.000,0.000,0.000,0.009,0.009,0.000,0.000,0.170,0.419,0.277,0.089,0.027,0.000,0.009,0.000,0.000,0.000,0.000,0.009,0.107,0.625,0.223,0.036,0.009,0.000,0.000,0.000,0.134,0.348,0.214,0.143,0.063,0.098
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),183,2259,2395,11.0,11.5,16,17,3.627,0.011,0.136,0.252,0.239,0.136,0.068,0.068,0.034,0.000,0.034,0.000,0.000,0.011,0.000,0.000,0.011,0.000,0.000,0.136,0.524,0.193,0.114,0.000,0.011,0.011,0.000,0.000,0.011,0.000,0.000,0.114,0.624,0.239,0.023,0.000,0.000,0.000,0.000,0.193,0.408,0.205,0.057,0.057,0.080
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),132,2583,2654,13.1,13.3,18,18,4.382,0.000,0.085,0.203,0.271,0.169,0.085,0.034,0.051,0.034,0.051,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.085,0.423,0.356,0.034,0.068,0.017,0.000,0.017,0.000,0.000,0.000,0.000,0.085,0.627,0.237,0.051,0.000,0.000,0.000,0.000,0.186,0.407,0.203,0.085,0.017,0.102
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),16,1938,1938,12.1,12.1,22,22,2.588,0.000,0.375,0.125,0.250,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.375,0.250,0.000,0.000,0.000,0.000,0.250,0.625,0.000,0.000,0.125,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),24,1475,2014,10.4,12.8,25,24,5.740,0.000,0.334,0.333,0.111,0.000,0.111,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.556,0.222,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.444,0.111,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.111,0.000,0.222
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),23: 10pm (10pm-11pm),6,1920,2549,12.3,14.1,23,21,4.328,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),00: All Day (12am-12am),3749,2594,2671,14.7,14.9,18,18,3.134,0.015,0.142,0.228,0.196,0.127,0.102,0.058,0.034,0.029,0.018,0.016,0.005,0.008,0.004,0.002,0.016,0.001,0.003,0.150,0.433,0.238,0.084,0.029,0.016,0.016,0.010,0.004,0.005,0.000,0.011,0.119,0.567,0.226,0.076,0.010,0.002,0.000,0.000,0.250,0.417,0.141,0.093,0.040,0.059
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),04: 3am (3am-4am),68,2118,2158,14.2,14.8,22,23,2.517,0.000,0.315,0.200,0.171,0.057,0.114,0.057,0.057,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.114,0.457,0.171,0.029,0.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.456,0.286,0.200,0.029,0.000,0.000,0.000,0.257,0.514,0.200,0.029,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),05: 4am (4am-5am),172,2022,2074,13.2,13.7,22,22,2.437,0.014,0.194,0.263,0.264,0.125,0.042,0.028,0.028,0.014,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.500,0.222,0.111,0.042,0.028,0.000,0.028,0.000,0.000,0.000,0.000,0.056,0.403,0.319,0.208,0.014,0.000,0.000,0.000,0.264,0.666,0.042,0.014,0.000,0.014
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),06: 5am (5am-6am),100,2357,2357,16.4,16.4,23,23,2.245,0.000,0.146,0.195,0.269,0.244,0.049,0.024,0.000,0.024,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.293,0.341,0.195,0.000,0.000,0.049,0.024,0.000,0.000,0.000,0.000,0.024,0.341,0.391,0.244,0.000,0.000,0.000,0.000,0.464,0.439,0.073,0.000,0.000,0.024
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),07: 6am (6am-7am),101,2542,2542,18.1,18.1,23,23,2.491,0.043,0.109,0.305,0.174,0.065,0.087,0.043,0.043,0.022,0.022,0.065,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.434,0.109,0.196,0.022,0.043,0.087,0.022,0.000,0.000,0.000,0.000,0.022,0.392,0.326,0.217,0.043,0.000,0.000,0.000,0.304,0.522,0.130,0.022,0.000,0.022
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),08: 7am (7am-8am),97,3208,3163,21.2,20.7,21,21,2.575,0.021,0.085,0.170,0.128,0.213,0.064,0.064,0.106,0.064,0.000,0.000,0.043,0.000,0.021,0.000,0.021,0.000,0.000,0.085,0.426,0.128,0.170,0.085,0.021,0.021,0.000,0.000,0.043,0.000,0.021,0.106,0.405,0.340,0.106,0.043,0.000,0.000,0.000,0.298,0.446,0.149,0.064,0.043,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),09: 8am (8am-9am),216,2752,2824,15.2,15.5,19,19,2.704,0.010,0.070,0.180,0.200,0.150,0.160,0.100,0.030,0.040,0.020,0.020,0.010,0.000,0.000,0.010,0.000,0.000,0.000,0.070,0.380,0.300,0.150,0.050,0.020,0.010,0.010,0.010,0.000,0.000,0.000,0.100,0.520,0.290,0.090,0.000,0.000,0.000,0.000,0.370,0.410,0.130,0.030,0.010,0.050
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),10: 9am (9am-10am),323,2887,2931,16.5,16.6,18,18,2.613,0.000,0.112,0.140,0.265,0.154,0.091,0.084,0.049,0.021,0.021,0.000,0.014,0.014,0.007,0.000,0.028,0.000,0.007,0.077,0.433,0.273,0.091,0.049,0.000,0.021,0.014,0.007,0.021,0.000,0.007,0.112,0.573,0.210,0.105,0.000,0.000,0.000,0.000,0.315,0.419,0.161,0.063,0.028,0.014
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),11: 10am (10am-11am),328,2669,2802,15.8,15.9,18,18,3.459,0.014,0.082,0.225,0.205,0.137,0.116,0.062,0.041,0.055,0.014,0.014,0.000,0.007,0.007,0.000,0.021,0.000,0.000,0.089,0.466,0.253,0.075,0.034,0.027,0.021,0.007,0.014,0.007,0.000,0.007,0.110,0.595,0.192,0.082,0.021,0.000,0.000,0.000,0.336,0.356,0.103,0.068,0.055,0.082
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),12: 11am (11am-12noon),332,2802,2862,15.8,15.6,17,17,3.542,0.021,0.110,0.240,0.178,0.130,0.123,0.068,0.021,0.027,0.027,0.014,0.000,0.014,0.000,0.000,0.027,0.000,0.000,0.185,0.424,0.240,0.075,0.014,0.014,0.007,0.014,0.000,0.000,0.000,0.027,0.158,0.608,0.158,0.062,0.014,0.000,0.000,0.000,0.226,0.356,0.158,0.103,0.041,0.116
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),13: 12pm (12noon-1pm),292,3167,3206,22.1,21.5,19,19,3.142,0.008,0.187,0.163,0.187,0.081,0.065,0.073,0.065,0.041,0.049,0.008,0.000,0.008,0.016,0.000,0.049,0.000,0.000,0.203,0.309,0.260,0.081,0.024,0.033,0.033,0.008,0.008,0.008,0.000,0.033,0.081,0.570,0.268,0.049,0.024,0.008,0.000,0.000,0.341,0.301,0.114,0.154,0.033,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),14: 1pm (1pm-2pm),359,2374,2526,12.0,12.6,16,16,3.168,0.019,0.127,0.278,0.190,0.133,0.089,0.057,0.019,0.019,0.013,0.025,0.006,0.013,0.000,0.006,0.006,0.000,0.006,0.228,0.424,0.228,0.057,0.000,0.032,0.006,0.006,0.000,0.000,0.000,0.013,0.146,0.640,0.177,0.025,0.006,0.006,0.000,0.000,0.247,0.341,0.190,0.114,0.032,0.076
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),15: 2pm (2pm-3pm),318,2513,2552,12.8,12.7,16,16,3.389,0.021,0.179,0.221,0.200,0.129,0.064,0.043,0.029,0.043,0.014,0.029,0.000,0.007,0.007,0.007,0.007,0.000,0.000,0.257,0.408,0.207,0.079,0.007,0.000,0.021,0.000,0.007,0.007,0.000,0.007,0.171,0.614,0.179,0.029,0.000,0.007,0.000,0.000,0.193,0.372,0.171,0.136,0.071,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),16: 3pm (3pm-4pm),254,2185,2259,9.2,9.8,15,15,3.656,0.027,0.162,0.262,0.180,0.135,0.117,0.045,0.036,0.000,0.018,0.009,0.000,0.000,0.000,0.009,0.000,0.009,0.018,0.198,0.451,0.243,0.063,0.009,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.144,0.694,0.144,0.018,0.000,0.000,0.000,0.000,0.126,0.352,0.207,0.153,0.108,0.054
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),17: 4pm (4pm-5pm),219,2239,2358,10.3,11.0,16,16,3.230,0.029,0.154,0.287,0.183,0.087,0.115,0.058,0.019,0.019,0.000,0.010,0.010,0.019,0.000,0.000,0.010,0.000,0.000,0.163,0.519,0.221,0.058,0.010,0.010,0.000,0.019,0.000,0.000,0.000,0.000,0.106,0.635,0.240,0.019,0.000,0.000,0.000,0.000,0.163,0.492,0.144,0.096,0.038,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),18: 5pm (5pm-6pm),219,3233,3200,19.5,18.8,19,18,3.288,0.010,0.163,0.227,0.173,0.071,0.112,0.061,0.031,0.061,0.020,0.010,0.000,0.010,0.000,0.000,0.051,0.000,0.010,0.122,0.441,0.224,0.071,0.041,0.010,0.020,0.020,0.000,0.010,0.000,0.031,0.122,0.552,0.214,0.102,0.010,0.000,0.000,0.000,0.184,0.449,0.143,0.092,0.071,0.061
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),19: 6pm (6pm-7pm),189,2038,2428,7.6,11.5,14,15,3.424,0.012,0.174,0.278,0.186,0.128,0.128,0.023,0.023,0.012,0.000,0.012,0.000,0.012,0.000,0.000,0.012,0.000,0.000,0.233,0.499,0.209,0.012,0.023,0.000,0.012,0.000,0.000,0.000,0.000,0.012,0.233,0.581,0.151,0.035,0.000,0.000,0.000,0.000,0.116,0.489,0.151,0.128,0.023,0.093
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),20: 7pm (7pm-8pm),109,2344,2349,11.4,11.4,17,18,3.725,0.000,0.140,0.300,0.140,0.180,0.100,0.060,0.020,0.020,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.480,0.340,0.060,0.020,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.600,0.260,0.040,0.000,0.000,0.000,0.000,0.100,0.620,0.040,0.100,0.040,0.100
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),21: 8pm (8pm-9pm),21,2452,2452,13.2,13.2,20,20,3.469,0.000,0.223,0.222,0.000,0.222,0.222,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.445,0.333,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.333,0.556,0.000,0.000,0.000,0.000,0.000,0.111,0.333,0.000,0.556,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),22: 9pm (9pm-10pm),20,1883,1883,11.5,11.5,22,22,2.212,0.000,0.400,0.100,0.200,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.100,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.600,0.100,0.000,0.000,0.000,0.000,0.400,0.500,0.100,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),23: 10pm (10pm-11pm),7,2569,2865,16.1,15.1,23,20,4.344,0.000,0.000,0.333,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.000,0.000,0.333
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),24: 11pm (11pm-12am),6,4190,4190,34.5,34.5,24,24,1.975,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),3720,2620,2682,15.4,15.3,18,18,3.320,0.010,0.141,0.212,0.213,0.151,0.085,0.046,0.035,0.026,0.018,0.012,0.015,0.012,0.003,0.001,0.020,0.001,0.002,0.147,0.424,0.236,0.087,0.021,0.020,0.031,0.011,0.005,0.002,0.001,0.012,0.118,0.554,0.238,0.072,0.013,0.005,0.000,0.000,0.291,0.359,0.143,0.092,0.045,0.070
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),04: 3am (3am-4am),70,1784,1784,11.2,11.2,21,21,2.211,0.000,0.242,0.395,0.212,0.091,0.000,0.030,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.516,0.273,0.030,0.000,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.121,0.425,0.303,0.121,0.030,0.000,0.000,0.000,0.212,0.758,0.030,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),167,2395,2395,15.9,15.9,22,22,2.168,0.000,0.069,0.250,0.278,0.222,0.042,0.069,0.014,0.042,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.042,0.402,0.319,0.125,0.056,0.000,0.042,0.014,0.000,0.000,0.000,0.000,0.042,0.402,0.361,0.167,0.028,0.000,0.000,0.000,0.444,0.486,0.056,0.014,0.000,0.000
