Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),00: All Day (12am-12am),1606,1405,1405,0.5,0.5,1,1,4.615,0.150,0.127,0.138,0.133,0.149,0.066,0.066,0.011,0.033,0.033,0.017,0.011,0.066,0.900,0.039,0.039,0.022,0.000,0.000,0.425,0.359,0.127,0.066,0.011,0.520,0.171,0.083,0.033,0.022,0.171
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),05: 4am (4am-5am),42,802,802,0.8,0.8,3,3,1.753,0.600,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.200,0.000,0.000,0.200,0.200,0.400,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),06: 5am (5am-6am),44,1530,1530,0.3,0.3,1,1,5.522,0.200,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.200,0.200,0.000,0.600,0.000,0.000,0.000,0.000,0.400
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),07: 6am (6am-7am),35,593,593,0.2,0.2,2,2,1.575,0.500,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.500,0.250,0.000,0.750,0.250,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),08: 7am (7am-8am),8,1584,1584,0.6,0.6,1,1,3.299,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),10: 9am (9am-10am),43,2986,2986,1.0,1.0,1,1,2.429,0.000,0.000,0.400,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.400,0.600,0.200,0.200,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.400,0.200,0.400,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),11: 10am (10am-11am),115,1477,1477,0.5,0.5,1,1,4.913,0.230,0.231,0.000,0.077,0.154,0.000,0.077,0.000,0.077,0.077,0.000,0.000,0.077,0.923,0.000,0.077,0.000,0.000,0.000,0.462,0.385,0.154,0.000,0.000,0.307,0.308,0.000,0.000,0.077,0.308
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),12: 11am (11am-12noon),303,1188,1188,0.4,0.4,1,1,4.256,0.206,0.118,0.147,0.147,0.176,0.059,0.000,0.029,0.000,0.059,0.000,0.000,0.059,0.912,0.059,0.000,0.029,0.000,0.000,0.412,0.441,0.118,0.029,0.000,0.647,0.118,0.000,0.059,0.000,0.176
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),115,1980,1980,0.7,0.7,1,1,3.419,0.077,0.077,0.077,0.153,0.154,0.077,0.077,0.000,0.000,0.154,0.000,0.000,0.154,0.846,0.000,0.077,0.077,0.000,0.000,0.462,0.385,0.077,0.077,0.000,0.384,0.231,0.077,0.154,0.077,0.077
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),180,1980,1980,0.7,0.7,2,2,4.412,0.050,0.050,0.100,0.100,0.300,0.100,0.050,0.000,0.000,0.000,0.050,0.050,0.150,0.750,0.100,0.150,0.000,0.000,0.000,0.550,0.250,0.050,0.100,0.000,0.550,0.150,0.150,0.050,0.000,0.100
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),125,1040,1040,0.3,0.3,1,1,1.887,0.000,0.214,0.287,0.143,0.214,0.000,0.071,0.000,0.071,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.429,0.143,0.000,0.000,0.715,0.071,0.214,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),141,1378,1378,0.7,0.7,2,2,9.050,0.125,0.125,0.063,0.373,0.125,0.000,0.000,0.063,0.063,0.000,0.000,0.000,0.063,0.874,0.000,0.063,0.063,0.000,0.000,0.188,0.500,0.125,0.125,0.063,0.437,0.250,0.125,0.000,0.000,0.188
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),136,947,947,0.3,0.3,2,2,3.016,0.133,0.200,0.268,0.000,0.133,0.133,0.133,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.467,0.267,0.067,0.133,0.067,0.600,0.133,0.067,0.000,0.067,0.133
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),99,1090,1090,0.2,0.2,1,1,5.679,0.091,0.182,0.091,0.272,0.091,0.091,0.182,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.636,0.182,0.091,0.091,0.000,0.454,0.091,0.091,0.091,0.000,0.273
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),99,1034,1034,0.2,0.2,1,1,4.603,0.181,0.182,0.182,0.091,0.091,0.091,0.091,0.000,0.091,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.455,0.364,0.182,0.000,0.000,0.363,0.273,0.000,0.000,0.091,0.273
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),60,1284,1284,0.4,0.4,1,1,7.945,0.285,0.000,0.000,0.143,0.143,0.143,0.143,0.000,0.000,0.143,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.286,0.429,0.286,0.000,0.000,0.428,0.143,0.143,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),35,1903,1903,0.9,0.9,2,2,5.975,0.000,0.000,0.250,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.250,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.250,0.500,0.000,0.250,0.000,0.250,0.250,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),18,1880,1880,0.2,0.2,1,1,12.865,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),23: 10pm (10pm-11pm),8,4345,4345,0.9,0.9,1,1,1.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),00: All Day (12am-12am),1840,1146,1146,0.4,0.4,2,2,5.294,0.219,0.127,0.152,0.137,0.157,0.041,0.046,0.030,0.015,0.010,0.015,0.005,0.046,0.945,0.025,0.030,0.000,0.000,0.000,0.416,0.310,0.147,0.102,0.020,0.548,0.127,0.061,0.066,0.036,0.162
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),04: 3am (3am-4am),10,250,250,0.2,0.2,4,4,3.465,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),05: 4am (4am-5am),54,336,336,0.2,0.2,2,2,1.470,0.666,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,0.333,0.333,0.167,0.000,0.833,0.167,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),06: 5am (5am-6am),87,317,317,0.2,0.2,3,3,1.347,0.667,0.111,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.222,0.556,0.000,0.889,0.000,0.111,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),07: 6am (6am-7am),37,615,615,0.2,0.2,2,2,2.331,0.750,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.500,0.250,0.000,0.750,0.000,0.000,0.000,0.250,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),08: 7am (7am-8am),9,1208,1208,0.2,0.2,1,1,2.277,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),10: 9am (9am-10am),56,1519,1519,0.4,0.4,1,1,14.672,0.000,0.167,0.000,0.332,0.167,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.167,0.000,0.167,0.000,0.500,0.167,0.000,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),11: 10am (10am-11am),157,1234,1234,0.4,0.4,2,2,12.245,0.118,0.177,0.176,0.176,0.176,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.118,0.941,0.059,0.000,0.000,0.000,0.000,0.294,0.529,0.118,0.059,0.000,0.529,0.118,0.000,0.000,0.118,0.235
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),12: 11am (11am-12noon),239,1370,1370,0.6,0.6,2,2,3.107,0.200,0.160,0.120,0.240,0.000,0.040,0.040,0.080,0.000,0.000,0.000,0.000,0.120,0.840,0.040,0.120,0.000,0.000,0.000,0.320,0.280,0.280,0.080,0.040,0.760,0.120,0.000,0.040,0.000,0.080
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),13: 12pm (12noon-1pm),201,1160,1160,0.3,0.3,1,1,3.375,0.274,0.091,0.091,0.091,0.136,0.136,0.000,0.091,0.045,0.000,0.000,0.000,0.045,0.955,0.045,0.000,0.000,0.000,0.000,0.500,0.273,0.136,0.091,0.000,0.502,0.136,0.136,0.045,0.045,0.136
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),14: 1pm (1pm-2pm),252,1358,1358,0.5,0.5,2,2,6.654,0.185,0.111,0.074,0.074,0.260,0.000,0.074,0.074,0.000,0.000,0.074,0.037,0.037,0.889,0.037,0.074,0.000,0.000,0.000,0.444,0.370,0.074,0.037,0.037,0.482,0.111,0.074,0.074,0.111,0.148
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),15: 2pm (2pm-3pm),196,1318,1318,0.4,0.4,2,2,3.027,0.190,0.190,0.285,0.000,0.143,0.000,0.048,0.000,0.048,0.000,0.048,0.000,0.048,0.952,0.000,0.048,0.000,0.000,0.000,0.381,0.333,0.143,0.143,0.000,0.524,0.143,0.095,0.095,0.000,0.143
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),16: 3pm (3pm-4pm),254,1170,1170,0.4,0.4,1,1,4.463,0.111,0.037,0.185,0.297,0.222,0.074,0.037,0.000,0.000,0.000,0.000,0.000,0.037,0.963,0.037,0.000,0.000,0.000,0.000,0.481,0.333,0.111,0.037,0.037,0.445,0.111,0.111,0.111,0.000,0.222
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),17: 4pm (4pm-5pm),93,756,756,0.2,0.2,2,2,2.438,0.300,0.200,0.200,0.000,0.200,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.200,0.200,0.000,0.100,0.800,0.000,0.000,0.100,0.000,0.100
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),18: 5pm (5pm-6pm),92,958,958,0.3,0.3,1,1,7.132,0.100,0.200,0.200,0.200,0.100,0.100,0.100,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.500,0.100,0.000,0.000,0.200,0.200,0.000,0.100,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),19: 6pm (6pm-7pm),49,1234,1234,0.4,0.4,1,1,15.676,0.000,0.200,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.200,0.000,0.000,0.400,0.000,0.000,0.000,0.600
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),20: 7pm (7pm-8pm),55,1296,1296,0.3,0.3,1,1,3.484,0.000,0.000,0.167,0.167,0.499,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.333,0.167,0.000,0.333,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),1607,1104,1104,0.4,0.4,2,2,4.065,0.217,0.104,0.203,0.126,0.121,0.066,0.055,0.027,0.005,0.016,0.022,0.011,0.027,0.935,0.038,0.027,0.000,0.000,0.000,0.335,0.445,0.115,0.071,0.016,0.523,0.143,0.082,0.077,0.027,0.148
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),04: 3am (3am-4am),8,71,71,0.1,0.1,3,3,1.199,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),35,196,196,0.1,0.1,2,2,1.826,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.750,0.000,0.250,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),17,829,829,0.8,0.8,4,4,2.797,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),73,1264,1264,0.2,0.2,1,1,5.931,0.250,0.000,0.375,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.625,0.000,0.250,0.125,0.000,0.500,0.125,0.250,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),9,311,311,0.1,0.1,1,1,2.279,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),27,1249,1249,0.3,0.3,1,1,3.563,0.334,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.667,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),78,984,984,0.4,0.4,1,1,5.583,0.111,0.111,0.000,0.445,0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.889,0.111,0.000,0.000,0.000,0.000,0.444,0.333,0.111,0.111,0.000,0.445,0.111,0.222,0.000,0.000,0.222
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),106,987,987,0.3,0.3,2,2,3.905,0.167,0.083,0.167,0.167,0.249,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.583,0.083,0.083,0.000,0.500,0.167,0.083,0.083,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),167,894,894,0.3,0.3,2,2,1.401,0.158,0.263,0.367,0.053,0.053,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.947,0.000,0.053,0.000,0.000,0.000,0.211,0.579,0.158,0.000,0.053,0.895,0.105,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),280,1497,1497,0.6,0.6,1,1,2.145,0.125,0.094,0.156,0.125,0.187,0.094,0.031,0.063,0.000,0.000,0.031,0.000,0.094,0.812,0.094,0.094,0.000,0.000,0.000,0.438,0.406,0.094,0.000,0.000,0.624,0.188,0.094,0.000,0.063,0.031
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),178,1241,1241,0.5,0.5,2,2,5.442,0.200,0.050,0.300,0.050,0.100,0.050,0.050,0.050,0.000,0.050,0.050,0.000,0.050,0.900,0.050,0.050,0.000,0.000,0.000,0.200,0.500,0.100,0.150,0.000,0.350,0.150,0.050,0.100,0.050,0.300
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),161,945,945,0.3,0.3,1,1,5.541,0.167,0.111,0.332,0.111,0.056,0.000,0.167,0.056,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.389,0.444,0.111,0.056,0.000,0.500,0.111,0.111,0.111,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),71,1066,1066,0.4,0.4,1,1,7.420,0.375,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.625,0.125,0.000,0.000,0.375,0.125,0.125,0.000,0.125,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),194,996,996,0.3,0.3,1,1,5.018,0.319,0.045,0.182,0.091,0.091,0.091,0.136,0.000,0.000,0.000,0.045,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.409,0.364,0.091,0.136,0.000,0.410,0.136,0.091,0.136,0.045,0.182
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),80,1292,1292,0.5,0.5,1,1,5.670,0.000,0.111,0.222,0.334,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.889,0.111,0.000,0.000,0.000,0.000,0.222,0.667,0.111,0.000,0.000,0.333,0.222,0.000,0.000,0.000,0.445
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),43,853,853,0.3,0.3,2,2,3.113,0.200,0.200,0.000,0.200,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.200,0.600,0.000,0.000,0.200,0.600,0.000,0.000,0.200,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),43,1205,1205,0.3,0.3,2,2,3.655,0.200,0.200,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.200,0.400,0.200,0.000,0.200,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),27,1401,1401,0.2,0.2,1,1,2.689,0.000,0.334,0.000,0.000,0.333,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.333,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),8,295,295,0.1,0.1,1,1,1.648,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),00: All Day (12am-12am),2316,1110,1110,0.4,0.4,1,1,3.983,0.189,0.190,0.124,0.132,0.109,0.085,0.062,0.019,0.027,0.016,0.004,0.016,0.027,0.938,0.039,0.023,0.000,0.000,0.000,0.388,0.407,0.112,0.062,0.019,0.566,0.151,0.097,0.043,0.031,0.112
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),01: 12am (12am-1am),19,2005,2005,2.0,2.0,4,4,2.656,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),05: 4am (4am-5am),34,259,259,0.3,0.3,3,3,2.018,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.250,0.000,0.500,0.250,0.250,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),06: 5am (5am-6am),54,1040,1040,0.3,0.3,1,1,1.944,0.167,0.000,0.333,0.167,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),07: 6am (6am-7am),62,989,989,0.2,0.2,1,1,2.024,0.428,0.000,0.000,0.143,0.286,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.571,0.143,0.143,0.143,0.000,0.714,0.000,0.286,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),08: 7am (7am-8am),8,1726,1726,0.4,0.4,1,1,70.623,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
