Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),211,2019,2010,8.3,8.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),286,2393,2374,9.9,9.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),297,2237,2258,11.1,11.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),287,2639,2796,14.0,14.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),243,2693,2738,17.8,17.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),236,2372,2374,13.7,13.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),197,2488,2483,14.6,14.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),139,2667,2759,14.3,14.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),136,2982,3025,18.5,18.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),119,2481,2481,15.1,15.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),20,2002,2002,11.5,11.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),18,3163,3163,34.0,34.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),24: 11pm (11pm-12am),2,2814,2814,25.2,25.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),00: All Day (12am-12am),2777,2355,2375,12.7,12.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),05: 4am (4am-5am),22,2157,2157,8.2,8.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),06: 5am (5am-6am),149,1979,2034,11.5,12.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),07: 6am (6am-7am),91,2191,2233,8.7,9.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),08: 7am (7am-8am),50,1947,2006,10.2,10.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),09: 8am (8am-9am),65,2271,2341,10.9,11.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),10: 9am (9am-10am),119,2692,2724,17.0,16.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),11: 10am (10am-11am),208,2089,2058,9.4,9.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),12: 11am (11am-12noon),236,2487,2568,13.3,13.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),231,2077,2001,9.0,8.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),228,2555,2578,14.0,13.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),256,2324,2365,9.2,9.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),249,2677,2708,17.4,17.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),260,2367,2396,12.4,12.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),169,2586,2680,15.7,15.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),170,2280,2299,14.5,14.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),115,2224,2233,12.2,12.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),21: 8pm (8pm-9pm),129,2625,2593,16.0,15.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),22: 9pm (9pm-10pm),16,2254,2254,15.4,15.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),23: 10pm (10pm-11pm),14,1640,1640,9.3,9.3
